"X","Y"
46.5240309946239,-86.8382576218203
-4.84771351329982,-3.33253688038967
2.84317093901336,-0.341336308241389
-0.313548697158694,-29.9999572491673
56.0569047462195,-101.559356926639
0.850431760773063,-4.95970636128874
79.680059896782,-58.5198173402576
-74.4294637348503,23.4096306038662
28.9344163611531,-62.1274928671943
13.9062108937651,10.8702718445593
-12.9366885870695,46.1791813274759
90.4652958735824,-147.146264807857
30.8715058024973,-25.0531031270836
-95.2328690793365,132.556342408062
-6.37542498297989,-35.9679905148265
71.4686311781406,-78.5850191825917
-26.9879445899278,70.1700280999086
-26.8850099761039,1.09788812151194
51.7415238078684,-87.4359406783155
-78.4841297660023,156.628493432302
-30.7670993730426,72.4727590237998
62.9310630261898,-63.4978092915541
-92.0749943703413,118.242795449694
43.0633842479438,-70.8766626007582
-32.6218460686505,62.0096222529857
83.6804553400725,-109.627247468701
55.5674637202173,-83.1376170181749
-60.1687990594655,92.4507364015842
71.3649632409215,-59.5896854476553
-48.0774082243443,-6.89648066792422
-15.3586343862116,-48.9355197862009
-71.2821449153125,78.419269423565
-4.15884498506784,21.4649271387514
9.11699156276882,-33.6529374475482
32.381219509989,7.50326010542053
-77.1917287260294,108.894614666485
-81.0713918879628,75.4857475071514
-64.6597537677735,91.5648320509393
98.48602572456,-123.191992597675
81.0625003650784,-134.863597107562
-19.3211117293686,37.2742849864
86.0933129210025,-52.3925456130752
53.6920471582562,-72.8766429595003
62.9368956200778,-95.4731239815292
99.5666159782559,-128.442842774604
62.6491408329457,-72.5271218181239
49.8114058747888,-51.654753415918
-73.7849568016827,72.1634871504641
-9.22279814258218,-7.6256886318927
8.15825131721795,10.734597566998
-80.6862008757889,122.618559589952
47.200503339991,-60.1265775542769
-64.1276548150927,7.26564963683609
-73.6804097890854,123.47619197435
4.04482167214155,-7.77996681709321
-28.3102063462138,1.14567372315553
-29.6153217554092,42.7572516649543
18.0277619510889,-17.8493992178899
53.0089759733528,16.6584078323297
20.1556687708944,-47.1488908519072
-69.4994138088077,132.634401593837
48.4080426394939,-82.930572410146
93.122127931565,-127.555271375353
-56.5176463220268,56.2219814136509
-79.6064055990428,90.2752686488642
53.5615837667137,-54.2499959528473
44.4015136454254,-82.0201508989465
-33.4489428903908,54.6667671796917
-47.4084501154721,36.9960023009114
-62.8394712228328,95.7640648800819
-79.4420830439776,110.170531676324
99.145074468106,-137.509519741016
22.3397267051041,-29.8395701403642
-13.947123894468,74.1364635542496
-86.1596141941845,144.931627761084
-0.82695847377181,-8.21417296335295
63.8167918659747,-46.2867820662278
21.1054051760584,-10.0178633691185
66.8685104697943,-90.186826496781
17.9218733217567,-31.9410448321226
79.7027020249516,-154.587459689747
-56.3420259859413,76.3941199986293
85.6332347262651,-116.227684563367
-82.8644511755556,115.918522118213
-45.8855249918997,95.9462960357624
-30.2261284552515,3.1455938394642
-28.1566535122693,87.5559120156071
-61.3952063489705,25.2103733151207
-87.3773175757378,99.9209906042171
3.678057808429,-28.3431899047916
74.2896494921297,-138.717257722321
89.3254317808896,-95.7052806267611
-34.0598147362471,47.160361516059
81.2932203058153,-99.6357709499179
10.3120888117701,-53.1365213489433
32.8467206563801,-45.1873265278667
61.6372832562774,-84.0233496794733
58.4616743959486,-63.4855728226129
38.680264307186,-44.058146436939
-45.9600775036961,47.8722314733304
28.9282215293497,-35.8533330074252
92.6008860580623,-144.289680433897
-78.0556524172425,78.2091977490372
61.7410352919251,-62.3759148939082
-12.8849847242236,70.7730782401889
60.8448614832014,-52.5140191225552
72.3436463158578,-90.761554885831
-13.244486739859,28.1286674504188
28.0555545818061,4.20474110922785
85.9844401944429,-129.323302393712
71.4114479254931,-81.9954633172223
-72.7348423097283,88.3416263247287
47.0244147349149,-60.3990179901737
61.471050279215,-123.591184831449
-59.4353316817433,45.2981881746891
-75.9669381193817,83.8070386660764
-51.1304698884487,147.146138255323
43.1481399573386,-83.3496806426713
-3.57251279056072,13.6834848164138
-66.7616681661457,95.2532382676177
44.7868302930146,-37.0533869746486
33.1035026349127,-68.0231424811809
47.7242642547935,-66.3566926659767
10.6713873334229,-1.17568428807758
36.8361471686512,-32.9186751754286
43.4526300989091,-44.5203249635419
83.0267052631825,-131.477391268284
79.8436296638101,-119.951303598967
-74.8901017010212,107.215972593696
44.4457000121474,-49.8001266431031
-98.5742073040456,94.091861619511
33.829730283469,-9.1311098918172
-63.3242209907621,73.9055418264642
-12.867835490033,-7.56952966825332
-30.8950837701559,80.2036339199531
21.6092665214092,-48.3065601896392
91.399603150785,-156.412817347013
-73.1741453055292,70.8371858102996
-31.8746554199606,-6.90288155893727
44.1041850484908,-25.7372045752369
-7.31299696490169,27.6043780018889
83.5606487002224,-93.3269628549133
-54.463630868122,71.8173952284019
92.052754573524,-77.5988294516879
-58.8749653659761,50.8756820702559
35.931341862306,-61.666492441428
-97.9497329797596,134.361811594175
-32.7554659452289,57.1634918866801
-40.7581490464509,76.9938286152153
47.3935146350414,1.91037323561294
68.1419841945171,-112.090559002249
75.6642064545304,-89.1708478524214
-41.4396476466209,22.562571003855
70.857765013352,-69.4334811411531
86.8867035489529,-104.511178532971
-19.1847312264144,29.4894592709205
-54.302571946755,35.3263950330085
-97.5879982113838,127.077898451464
-49.5508145540953,54.1974932459857
67.4255263991654,-62.4618961305571
-73.7666607834399,87.9139803037561
-31.7368250340223,28.8210662768518
85.8449907042086,-150.193664283129
-49.6648572850972,30.0318542263193
16.2628362420946,1.61292974840196
81.2798352446407,-31.1937600772367
-71.1420014500618,91.6575006322477
-72.2221982199699,135.307098460868
-0.0777806621044874,11.5508900732317
6.30235634744167,3.92401163766712
-1.9504077732563,42.3118902389638
9.85572687350214,-91.6549311267149
80.7826481293887,-147.20460247255
52.1102381870151,-17.4470066916192
-67.8836182225496,16.972440667284
28.6642336752266,35.1064357028476
-70.5630050040781,90.2849181132312
-79.7140883747488,141.453239570691
68.6852062586695,-140.00861566674
-18.0176443420351,17.1967256496543
46.8908403068781,-97.6876247159494
78.3985490910709,-91.4704091013912
-63.4439730551094,81.0503353663667
81.1720130499452,-80.2837801382783
91.3850198499858,-105.256011505626
48.2368684373796,-48.3065914857705
7.18953013420105,-38.8709010967951
90.700583672151,-119.110511702552
-32.9585352446884,26.3338323643111
-53.8908001035452,64.182764760999
-70.7512850407511,105.33199054114
76.3411937747151,-111.33247085501
-93.3810885529965,129.646275562156
16.4059738162905,-20.9638754357301
-86.5438788663596,136.526238232381
82.1501083206385,-125.133147756807
-58.8939702603966,137.908651242398
-99.0817617624998,115.270855779388
17.1570396516472,-45.2844770676317
-59.6891007386148,65.5822467825906
51.0073617566377,-104.606323222692
-92.443591915071,179.712789214938
-20.1068993657827,42.3279861834841
-63.9269859530032,112.335242901435
70.2754150610417,-49.627346195299
78.6792596336454,-124.493198456527
18.7351872213185,-63.8445368977718
-6.40928098000586,-22.9072460364486
-81.5569783560932,87.6031644706622
27.0467787981033,-39.7795973748625
-6.0887189116329,4.88233992738516
85.3075500577688,-166.650056175643
-79.2856015730649,112.13792274904
68.3524812571704,-41.8561522854244
86.6560330614448,-129.100563938595
84.1741858515888,-133.100260853102
26.3342792633921,-34.5660533069324
-59.3606156297028,96.2587459749938
77.9123293235898,-130.03834387086
32.2120261844248,-22.90026315756
-76.9135581329465,79.29495283614
-34.2923243995756,45.9916759367011
-33.4692703094333,63.220284403673
4.30372119881213,-56.5457923446989
-24.504427658394,23.7983839773451
-57.6442295219749,19.5177428394141
-94.3134793546051,147.40403330983
12.4314209446311,-10.3494701864403
-11.0975180286914,30.4120877839555
-95.6695526838303,55.8149586734048
75.4616042599082,-86.6511017608549
-92.8955103736371,146.945028639888
-86.5253055933863,114.536627938099
99.1609766613692,-75.7315773749091
-3.72392549179494,25.8120621627163
92.8069057874382,-59.495308696851
-17.4477416090667,43.3765986546457
-95.9659645799547,127.244105839206
-26.86443827115,31.3611796641443
9.61977886036038,0.677812725551661
-47.8255223017186,72.9596176618552
-40.6012495979667,58.5775127980026
-61.2331292126328,48.8945017807911
76.4458683785051,-86.5426958098379
-33.1920972559601,44.0974348631162
-45.0247933156788,49.1760971774867
-83.5283829830587,101.541883143647
-92.4444952048361,104.688115338814
19.8106312192976,-37.0270064564642
22.2690111491829,-7.67937599446417
-3.59055502340198,63.6678121685117
89.9368658196181,-107.595558119139
-83.2122423686087,123.172178593065
53.7515550386161,-6.73076346820447
-4.5459077693522,-1.48167341268895
26.4273467939347,-15.1246486681483
-91.6749056894332,137.024339977752
-70.6312048248947,51.7424721843432
-10.5398043990135,44.4268430259233
5.25605608709157,26.2802061482123
55.3506629075855,-86.5001912672969
0.560905877500772,-30.9784311227175
-4.25073793157935,1.49892259201063
-42.0705010648817,56.3702413435973
-52.6781603228301,129.58006624728
-56.738694338128,69.7600087637781
-82.3058519046754,72.3932582703735
33.7141875643283,15.2534232270708
-69.0275253728032,78.7357395415293
-16.203492321074,-36.6994644820954
88.1758563220501,-102.687997841661
-5.61336856335402,-2.96044095666477
-68.7567352782935,50.6966753279442
-40.1831364724785,-1.60021337782045
-7.85382087342441,-15.9855947182498
65.7989918254316,-27.900970696117
-70.1311010401696,94.6880875280526
90.2596591971815,-151.269917042536
65.1780570391566,-115.29852313731
-17.8822094574571,29.5880483780443
-50.6274548359215,70.5595550305537
76.554415980354,-106.448423754483
-94.4619038607925,115.872811289578
-10.4496128391474,38.3725771641113
65.0349639821798,-90.2672272405161
47.9771368671209,-97.6314614620512
47.4398967344314,-99.891884941151
14.1259416006505,-31.5624011322987
-25.1288370229304,1.69088225004775
-42.9343851748854,46.1636123796132
-45.5229468178004,119.922492165419
